ENTREZID,ENSEMBL,SYMBOL,GENENAME,logFC,AveExpr,t,P.Value,adj.P.Val,B
79735,ENSG00000104946,TBC1D17,TBC1 domain family member 17,0.706320695,6.113988267,6.873899284,0.00111553,0.008659229,-1.346015466
150946,ENSG00000157833,GAREM2,GRB2 associated regulator of MAPK1 subtype 2,0.687902861,3.525663235,6.872886393,0.001116265,0.00866257,-1.029237375
9125,ENSG00000144580,CNOT9,CCR4-NOT transcription complex subunit 9,-0.381566988,5.906764769,-6.871351126,0.001117381,0.008668859,-1.335651657
7538,ENSG00000128016,ZFP36,ZFP36 ring finger protein,1.04691486,4.93574896,6.870313312,0.001118136,0.008672347,-1.242273513
56996,ENSG00000146828,SLC12A9,solute carrier family 12 member 9,0.862176686,5.535199908,6.869561486,0.001118683,0.008674223,-1.305329872
55796,ENSG00000076770,MBNL3,muscleblind like splicing regulator 3,-1.229707274,4.964153812,-6.867989407,0.001119829,0.008679658,-1.242396391
255520,ENSG00000179387,ELMOD2,ELMO domain containing 2,-1.148937836,4.35855407,-6.867375764,0.001120276,0.008679658,-1.163995474
11339,ENSG00000104147,OIP5,Opa interacting protein 5,-0.827160944,1.976277001,-6.867341561,0.001120301,0.008679658,-0.687576334
27293,ENSG00000130768,SMPDL3B,sphingomyelin phosphodiesterase acid like 3B,0.756772144,5.037121098,6.866848242,0.001120661,0.008680078,-1.261152697
64598,ENSG00000106330,MOSPD3,motile sperm domain containing 3,1.139048342,4.638461456,6.864393539,0.001122454,0.008691595,-1.207432793
126792,ENSG00000176022,B3GALT6,"beta-1,3-galactosyltransferase 6",0.874692328,4.629244244,6.861955737,0.001124238,0.008703036,-1.214427493
101929613,NA,NA,NA,-1.204730569,3.21278784,-6.860489645,0.001125312,0.00870898,-0.956975501
50853,ENSG00000136059,VILL,villin like,0.455043221,4.983813973,6.855606492,0.0011289,0.008734322,-1.26760396
1856,ENSG00000004975,DVL2,dishevelled segment polarity protein 2,0.566912727,5.748388835,6.854724885,0.001129549,0.008734322,-1.3363156
118812,ENSG00000171160,MORN4,MORN repeat containing 4,0.530378544,5.094419396,6.854676579,0.001129585,0.008734322,-1.279271138
28956,ENSG00000116586,LAMTOR2,"late endosomal/lysosomal adaptor, MAPK and MTOR activator 2",1.213698402,5.208537503,6.854361135,0.001129817,0.008734322,-1.280667269
79962,ENSG00000178401,DNAJC22,DnaJ heat shock protein family (Hsp40) member C22,-0.408680818,3.282134562,-6.746274789,0.001130975,0.00874089,-1.027846601
4000,ENSG00000160789,LMNA,lamin A/C,0.746322787,9.010563139,6.850580336,0.001132607,0.008749144,-1.440280749
56260,ENSG00000288596,C8orf44,chromosome 8 putative open reading frame 44,-0.737755481,1.269809468,-6.783346874,0.001132659,0.008749144,-0.559366636
201158,ENSG00000175106,TVP23C,trans-golgi network vesicle protein 23 homolog C,-0.96152803,2.328439111,-6.845743853,0.001136188,0.008774017,-0.78106731
2029,ENSG00000143420,ENSA,endosulfine alpha,0.77554286,7.471263804,6.84448574,0.001137122,0.00877884,-1.425082092
27152,ENSG00000164066,INTU,inturned planar cell polarity protein,-1.575004955,2.352853018,-6.843582557,0.001137793,0.008780393,-0.760177636
54957,ENSG00000140830,TXNL4B,thioredoxin like 4B,-0.7511358,4.312789406,-6.842952671,0.001138261,0.008780393,-1.186215046
26985,ENSG00000185009,AP3M1,adaptor related protein complex 3 subunit mu 1,-0.530081012,6.667367614,-6.84269101,0.001138455,0.008780393,-1.401097482
79844,ENSG00000188818,ZDHHC11,zinc finger DHHC-type containing 11,-1.413227488,0.414280137,-6.842550355,0.00113856,0.008780393,-0.369509302
57234,ENSG00000291158,LINC00869,long intergenic non-protein coding RNA 869,1.355208236,2.658321561,6.84134097,0.00113946,0.00878387,-0.844045802
2177,ENSG00000144554,FANCD2,FA complementation group D2,-1.297671511,4.799997767,-6.841112738,0.001139629,0.00878387,-1.241286301
6000,ENSG00000182901,RGS7,regulator of G protein signaling 7,0.95115463,2.065794914,6.839730837,0.001140659,0.008789418,-0.725791796
84083,ENSG00000121988,ZRANB3,zinc finger RANBP2-type containing 3,-0.91844191,2.976514309,-6.839065944,0.001141154,0.008790852,-0.933583067
57708,ENSG00000198160,MIER1,MIER1 transcriptional regulator,-0.686010318,5.003264841,-6.838076233,0.001141893,0.008794081,-1.280286498
828,ENSG00000105519,CAPS,calcyphosine,0.951456781,5.063758229,6.837673703,0.001142193,0.008794081,-1.283375591
23743,ENSG00000132840,BHMT2,betaine--homocysteine S-methyltransferase 2,-4.176946587,-2.35955056,-6.836196418,0.001143296,0.00880019,-0.151692173
2068,ENSG00000104884,ERCC2,"ERCC excision repair 2, TFIIH core complex helicase subunit",0.614009004,4.964743272,6.835343326,0.001143934,0.008802712,-1.27939444
10385,ENSG00000124508,BTN2A2,butyrophilin subfamily 2 member A2,0.790430518,3.700185241,6.832992502,0.001145694,0.008811284,-1.090605604
84002,ENSG00000176597,B3GNT5,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 5",-0.840237898,6.392220891,-6.832863391,0.00114579,0.008811284,-1.392663027
553115,ENSG00000162517,PEF1,penta-EF-hand domain containing 1,0.699141219,6.677374869,6.832611615,0.001145979,0.008811284,-1.408404901
10613,ENSG00000107566,ERLIN1,ER lipid raft associated 1,0.448890779,6.200137695,6.831788129,0.001146596,0.008812836,-1.38509208
54726,ENSG00000164164,OTUD4,OTU deubiquitinase 4,-0.660928945,5.594908845,-6.831514338,0.001146802,0.008812836,-1.341352875
6049,ENSG00000127870,RNF6,ring finger protein 6,-0.370087314,5.95887533,-6.829631597,0.001148215,0.008821308,-1.371354097
64221,ENSG00000154134,ROBO3,roundabout guidance receptor 3,0.960996197,0.720800267,6.826796232,0.001150347,0.008835297,-0.445886006
27092,ENSG00000075461,CACNG4,calcium voltage-gated channel auxiliary subunit gamma 4,0.790550634,5.215469768,6.825700241,0.001151172,0.008839245,-1.310654436
4539,ENSG00000212907,ND4L,NADH dehydrogenase subunit 4L,-2.461449691,9.706941071,-6.824821742,0.001151834,0.008841938,-1.461169412
10458,ENSG00000175866,BAIAP2,BAR/IMD domain containing adaptor protein 2,0.571878164,6.050044031,6.821473868,0.001154361,0.008858944,-1.383025953
285855,ENSG00000146223,RPL7L1,ribosomal protein L7 like 1,0.257379167,7.828820713,6.70776546,0.001156022,0.008868084,-1.481808001
5887,ENSG00000119318,RAD23B,"RAD23 homolog B, nucleotide excision repair protein",0.186522427,7.993503245,6.561477085,0.001156177,0.008868084,-1.523971631
284406,ENSG00000181007,ZFP82,ZFP82 zinc finger protein,-1.417742905,0.375591653,-6.818257742,0.001156795,0.008870431,-0.380714814
51116,ENSG00000122140,MRPS2,mitochondrial ribosomal protein S2,0.41838923,5.648779166,6.817791069,0.001157149,0.008870748,-1.358007368
863,ENSG00000129993,CBFA2T3,CBFA2/RUNX1 partner transcriptional co-repressor 3,0.895504681,2.899610105,6.816971582,0.001157771,0.008873116,-0.935241018
100132101,ENSG00000290912,HERC2P7,HERC2 pseudogene 7,-1.409924202,-1.745361587,-6.739652749,0.001158307,0.008874224,-0.195654997
51809,ENSG00000109586,GALNT7,polypeptide N-acetylgalactosaminyltransferase 7,-0.481506888,6.425207215,-6.815957389,0.00115854,0.008874224,-1.409947952
3292,ENSG00000108786,HSD17B1,hydroxysteroid 17-beta dehydrogenase 1,0.74356573,3.988714263,6.814597399,0.001159573,0.008879741,-1.156879683
23539,ENSG00000100156,SLC16A8,solute carrier family 16 member 8,-3.376987005,1.426794269,-6.813100603,0.001160711,0.00888512,-0.476131611
51374,ENSG00000138085,ATRAID,all-trans retinoic acid induced differentiation factor,0.936750581,6.443858528,6.812112005,0.001161464,0.00888512,-1.410840654
376267,ENSG00000139998,RAB15,"RAB15, member RAS oncogene family",-0.304255984,7.142633847,-6.797888312,0.001161568,0.00888512,-1.447057912
85236,ENSG00000197903,H2BC12,H2B clustered histone 12,0.768100889,6.543152959,6.81185446,0.00116166,0.00888512,-1.417549961
5164,ENSG00000005882,PDK2,pyruvate dehydrogenase kinase 2,0.818996836,4.903565481,6.811617753,0.00116184,0.00888512,-1.287943273
439921,ENSG00000182534,MXRA7,matrix remodeling associated 7,1.420725865,2.636258944,6.810912235,0.001162378,0.008886837,-0.859001012
100306951,ENSG00000236618,PITPNA-AS1,PITPNA antisense RNA 1,0.941932934,3.293477132,6.809386032,0.001163542,0.008893341,-1.024177932
84142,ENSG00000163322,ABRAXAS1,"abraxas 1, BRCA1 A complex subunit",-0.828060603,2.817406088,-6.806797705,0.001165518,0.008906054,-0.925898161
105369647,NA,LOC105369647,uncharacterized LOC105369647,-4.393530389,-1.304163277,-6.804287828,0.001167439,0.008918332,-0.206684007
5911,ENSG00000125249,RAP2A,"RAP2A, member of RAS oncogene family",-0.474775827,4.215268376,-6.803369912,0.001168143,0.008920574,-1.206771544
221079,ENSG00000165997,ARL5B,ADP ribosylation factor like GTPase 5B,-1.069707489,5.394590122,-6.803085017,0.001168361,0.008920574,-1.340670364
24140,ENSG00000068438,FTSJ1,FtsJ RNA 2'-O-methyltransferase 1,0.753798553,5.233076238,6.802030453,0.00116917,0.008924351,-1.331167732
146279,ENSG00000153060,TEKT5,tektin 5,-3.527586484,-2.144110874,-6.800378561,0.001170439,0.008931633,-0.181035374
6794,ENSG00000118046,STK11,serine/threonine kinase 11,0.913762264,5.90326958,6.799018067,0.001171485,0.008937213,-1.388120682
29916,ENSG00000002919,SNX11,sorting nexin 11,0.525955526,4.079887316,6.797707115,0.001172494,0.008942507,-1.189285202
3223,ENSG00000197757,HOXC6,homeobox C6,-1.309865001,2.275799522,-6.7971968,0.001172887,0.008943103,-0.792053873
100130519,ENSG00000188051,TMEM221,transmembrane protein 221,0.847417497,2.392461589,6.796061712,0.001173761,0.00894737,-0.837751131
348174,ENSG00000157322,CLEC18A,C-type lectin domain family 18 member A,-2.568348245,-2.107415108,-6.793612862,0.001175651,0.008959371,-0.186817171
10936,ENSG00000119737,GPR75,G protein-coupled receptor 75,-3.500811129,-0.551382756,-6.792685079,0.001176368,0.008962429,-0.265640436
399664,ENSG00000181588,MEX3D,mex-3 RNA binding family member D,0.755258267,5.692973678,6.789597167,0.001178758,0.008978228,-1.381033531
29990,ENSG00000121716,PILRB,paired immunoglobin like type 2 receptor beta,-2.403063934,-1.00148093,-6.78771957,0.001180214,0.008985606,-0.245071063
51083,ENSG00000069482,GAL,galanin and GMAP prepropeptide,1.354906429,2.729880746,6.787198016,0.001180619,0.008985606,-0.901217726
57018,ENSG00000163660,CCNL1,cyclin L1,-1.674472798,6.403704368,-6.786951595,0.00118081,0.008985606,-1.418772284
100129534,ENSG00000269896,LOC100129534,small nuclear ribonucleoprotein polypeptide N pseudogene,-1.567324216,2.526006379,-6.786716902,0.001180992,0.008985606,-0.843928748
100507577,NA,NA,NA,-2.355330554,1.258323483,-6.785593693,0.001181865,0.008989837,-0.52563668
651,ENSG00000152785,BMP3,bone morphogenetic protein 3,-2.097999415,-0.284180196,-6.784481351,0.00118273,0.008994008,-0.303941599
10206,ENSG00000204977,TRIM13,tripartite motif containing 13,-0.290044135,4.090327963,-6.560427678,0.001184234,0.008996785,-1.26432298
85012,ENSG00000196507,TCEAL3,transcription elongation factor A like 3,1.559709886,4.065900423,6.782226503,0.001184486,0.008996785,-1.167618231
388759,ENSG00000221953,LINC02897,long intergenic non-protein coding RNA 2897,1.842313904,-4.307794592,6.707145579,0.00118468,0.008996785,-0.189103838
100189110,NA,TRK-CTT2-4,tRNA-Lys (anticodon CTT) 2-4,1.842313904,-4.307794592,6.707145579,0.00118468,0.008996785,-0.189103838
5973,ENSG00000102032,RENBP,renin binding protein,1.842313904,-4.307794592,6.707145579,0.00118468,0.008996785,-0.189103838
6173,ENSG00000241343,RPL36A,ribosomal protein L36a,-2.384425722,2.206825391,-6.781505117,0.001185048,0.008997179,-0.72364995
57507,ENSG00000168916,ZNF608,zinc finger protein 608,-3.574260505,-3.422818715,-6.779374938,0.001186711,0.009007393,-0.179358458
26266,ENSG00000164707,SLC13A4,solute carrier family 13 member 4,-1.564885872,1.186308506,-6.772986611,0.001191713,0.009042946,-0.558686213
4007,ENSG00000012211,PRICKLE3,prickle planar cell polarity protein 3,0.427965075,4.702786896,6.769734517,0.00119427,0.009059922,-1.301515789
378805,ENSG00000231721,LINC-PINT,"long intergenic non-protein coding RNA, p53 induced transcript",-0.825148368,3.379892458,-6.768017216,0.001195622,0.009067759,-1.076487452
101928621,NA,NA,NA,-2.855905486,-0.290719173,-6.767280306,0.001196203,0.009069742,-0.310042784
54149,ENSG00000154642,C21orf91,chromosome 21 open reading frame 91,-1.791325398,1.562489229,-6.76546563,0.001197635,0.009078175,-0.631463924
9144,ENSG00000108639,SYNGR2,synaptogyrin 2,1.070281419,7.49789803,6.764230485,0.001198611,0.009080771,-1.486433084
55233,ENSG00000114978,MOB1A,MOB kinase activator 1A,-0.792970154,6.983823252,-6.764177194,0.001198653,0.009080771,-1.473092501
94032,ENSG00000163888,CAMK2N2,calcium/calmodulin dependent protein kinase II inhibitor 2,1.721478096,1.928637382,6.763818057,0.001198937,0.009080771,-0.719005539
440799,NA,P2RX6P,purinergic receptor P2X 6 pseudogene,1.862260272,0.508181882,6.762280277,0.001200153,0.009087562,-0.43200728
10980,ENSG00000168090,COPS6,COP9 signalosome subunit 6,1.037030097,6.6062047,6.760706443,0.0012014,0.009094576,-1.457934466
283551,ENSG00000214900,LINC01588,long intergenic non-protein coding RNA 1588,-1.136453653,3.223778339,-6.758304909,0.001203305,0.009106572,-1.04063876
730092,NA,RRN3P1,RRN3 pseudogene 1,-0.963246087,2.185954455,-6.75741072,0.001204016,0.009109519,-0.814778914
54522,ENSG00000134461,ANKRD16,ankyrin repeat domain 16,0.620694924,2.700847565,6.756659526,0.001204613,0.009111609,-0.944716706
65992,ENSG00000198171,DDRGK1,DDRGK domain containing 1,1.135890652,5.876466969,6.755843554,0.001205262,0.00911282,-1.417340504
23191,ENSG00000273749,CYFIP1,cytoplasmic FMR1 interacting protein 1,0.419899882,6.039480905,6.755337253,0.001205665,0.00911282,-1.434302285
9181,ENSG00000116584,ARHGEF2,Rho/Rac guanine nucleotide exchange factor 2,-0.165013105,7.29882583,-6.502109238,0.001205736,0.00911282,-1.560629602
1209,ENSG00000104853,CLPTM1,CLPTM1 regulator of GABA type A receptor forward trafficking,0.423758879,6.902829321,6.754462901,0.001206361,0.009115119,-1.479793849
10162,ENSG00000111684,LPCAT3,lysophosphatidylcholine acyltransferase 3,-0.297331505,6.099892911,-6.699049837,0.001208102,0.009125848,-1.454987156
80055,ENSG00000197121,PGAP1,post-GPI attachment to proteins inositol deacylase 1,-1.461372063,3.282785568,-6.750429548,0.001209579,0.00913457,-1.044322799
105369214,NA,NA,NA,-2.960014891,-3.731222655,-6.748739252,0.00121093,0.009142121,-0.19894822
3257,ENSG00000107521,HPS1,HPS1 biogenesis of lysosomal organelles complex 3 subunit 1,0.548741562,5.749947796,6.748373863,0.001211222,0.009142121,-1.418890421
5119,ENSG00000131165,CHMP1A,charged multivesicular body protein 1A,0.405634537,6.358466737,6.747720194,0.001211746,0.00914364,-1.459764038
8733,ENSG00000197858,GPAA1,glycosylphosphatidylinositol anchor attachment 1,0.909207627,7.034878278,6.746260047,0.001212916,0.009150036,-1.488204621
54843,ENSG00000137501,SYTL2,synaptotagmin like 2,-0.946638559,4.995265542,-6.745263105,0.001213715,0.009152051,-1.34706776
80830,ENSG00000221963,APOL6,apolipoprotein L6,-1.026637445,5.423692574,-6.744891075,0.001214014,0.009152051,-1.389268644
284069,ENSG00000161682,FAM171A2,family with sequence similarity 171 member A2,1.859002991,2.606880399,6.744721645,0.00121415,0.009152051,-0.878328663
100130449,ENSG00000218416,GPC1-AS1,GPC1 antisense RNA 1,1.58534358,1.646342876,6.743607819,0.001215044,0.009156126,-0.678393103
100996573,NA,NA,NA,-4.589419489,-0.1624515,-6.742927296,0.001215591,0.009156126,-0.312197248
4066,ENSG00000104903,LYL1,LYL1 basic helix-loop-helix family member,2.084034022,-4.184966993,6.742844089,0.001215658,0.009156126,-0.204908741
5583,ENSG00000027075,PRKCH,protein kinase C eta,0.232163892,5.630604593,6.501252743,0.00121702,0.009157411,-1.481808551
23423,ENSG00000166557,TMED3,transmembrane p24 trafficking protein 3,1.245795407,6.455745068,6.741131942,0.001217035,0.009157411,-1.463423344
140680,ENSG00000196476,C20orf96,chromosome 20 open reading frame 96,-0.637400045,4.892862172,-6.741100218,0.00121706,0.009157411,-1.343825158
55216,ENSG00000150776,NKAPD1,NKAP domain containing 1,-0.470904124,4.555953801,-6.740806677,0.001217297,0.009157411,-1.304436699
81622,ENSG00000110057,UNC93B1,"unc-93 homolog B1, TLR signaling regulator",0.37006465,6.39019258,6.74062765,0.001217441,0.009157411,-1.467223748
84541,ENSG00000163376,KBTBD8,kelch repeat and BTB domain containing 8,-2.295185,-2.489004647,-6.738794029,0.001218918,0.009166097,-0.213794153
7461,ENSG00000106665,CLIP2,CAP-Gly domain containing linker protein 2,0.988865076,5.851999994,6.735666395,0.001221443,0.009182653,-1.432893204
56896,ENSG00000157851,DPYSL5,dihydropyrimidinase like 5,-0.688064198,0.565282814,-6.509183924,0.001221868,0.009183415,-0.540826885
5582,ENSG00000126583,PRKCG,protein kinase C gamma,-0.404208704,2.796428675,-6.558844659,0.0012227,0.009187236,-1.03298373
100507308,ENSG00000227954,TARID,TCF21 antisense RNA inducing promoter demethylation,-3.048397825,-1.291751753,-6.732740389,0.001223811,0.009193153,-0.263538733
90952,ENSG00000149564,ESAM,endothelial cell adhesion molecule,1.066555121,2.635523666,6.732263917,0.001224197,0.009193621,-0.934578561
144811,ENSG00000179630,LACC1,laccase domain containing 1,-0.616454963,3.869288098,-6.731855954,0.001224528,0.009193673,-1.202454316
6443,ENSG00000163069,SGCB,sarcoglycan beta,-2.138462315,-0.545862934,-6.730391476,0.001225716,0.00920016,-0.320077274
4573,NA,TRNR,tRNA-Arg,-0.987151238,-0.330990569,-6.594494752,0.001226312,0.009202203,-0.376269253
10220,ENSG00000135414,GDF11,growth differentiation factor 11,0.479921205,3.292419027,6.72909493,0.001226769,0.009202246,-1.097281615
26229,ENSG00000149541,B3GAT3,"beta-1,3-glucuronyltransferase 3",0.94079896,5.333411392,6.728852302,0.001226966,0.009202246,-1.395043698
23545,ENSG00000185344,ATP6V0A2,ATPase H+ transporting V0 subunit a2,-0.841413345,3.999478696,-6.728313022,0.001227404,0.009203102,-1.222415388
54442,ENSG00000167977,KCTD5,potassium channel tetramerization domain containing 5,0.6133112,6.781067097,6.727160662,0.001228342,0.009207699,-1.495411879
78997,ENSG00000124194,GDAP1L1,ganglioside induced differentiation associated protein 1 like 1,-3.061707662,-1.693656127,-6.725398484,0.001229777,0.009216023,-0.248456602
9784,ENSG00000115234,SNX17,sorting nexin 17,0.788735987,6.678837627,6.723832075,0.001231054,0.00922316,-1.492339156
54940,ENSG00000109180,OCIAD1,OCIA domain containing 1,-0.539473526,6.84306812,-6.722552313,0.001232099,0.009228552,-1.501837959
9230,ENSG00000185236,RAB11B,"RAB11B, member RAS oncogene family",1.068300748,6.133472383,6.721271467,0.001233145,0.009233956,-1.462508028
